fold_1,fold_2,fold_3,fold_4,fold_5
19047,19168,18973,19065,18299
19050,19171,18974,19066,18302
19074,19185,18975,19067,18305
19082,19187,18976,19068,18307
19083,19190,18977,19069,18309
19085,19191,18980,19077,18316
19096,19192,18981,19078,18320
19098,19193,18982,19079,18322
19102,19198,18986,19084,18324
19103,19202,18988,19091,18325
19104,19206,18990,19092,18326
19114,19207,18994,19095,18327
19116,19208,19002,19097,18329
19118,19210,19006,19100,18331
19125,19212,19014,19107,18333
19128,19214,19020,19110,18346
19143,19215,19026,19111,18357
19146,19222,19035,19120,18369
19149,19224,19037,19121,18379
19150,19226,19053,19123,18385
19152,19236,19054,19130,18391
19182,19237,19057,19131,18392
19183,19238,19058,19132,18400
19189,19239,19075,19133,18405
19199,19242,19076,19135,18406
19201,19251,19090,19136,18408
19203,19252,19094,19138,18421
19216,19254,19101,19142,18423
19220,19261,19105,19163,18429
19228,19265,19106,19164,18430
19231,19272,19115,19166,18431
19240,19273,19117,19172,18432
19245,19274,19126,19174,18439
19246,19276,19127,19178,18447
19250,19289,19129,19194,18449
19255,19292,19141,19219,18457
19256,19294,19175,19225,18480
19257,19295,19176,19227,18481
19258,19298,19179,19234,18484
19278,19301,19180,19235,18503
19279,19306,19184,19259,18516
19281,19307,19186,19270,18518
19282,19310,19195,19271,18521
19284,19311,19196,19275,18524
19285,19313,19197,19277,18531
19287,19315,19200,19280,18535
19288,19318,19205,19286,18546
19303,19319,19209,19308,18554
19309,19324,19213,19314,18564
19316,19326,19217,19327,18583
19317,19329,19218,19368,18584
19325,19333,19221,19373,18585
19330,19339,19223,19380,18607
19332,19340,19229,19390,18618
19335,19354,19232,19395,18620
19336,19358,19243,19398,18630
19337,19361,19244,19405,18636
19338,19377,19248,19411,18637
19341,19387,19260,19422,18646
19343,19388,19263,19429,18660
19345,19391,19267,19434,18667
19346,19401,19291,19439,18673
19347,19419,19293,19442,18675
19349,19421,19299,19450,18677
19350,19423,19300,19452,18681
19351,19426,19304,19455,18688
19369,19427,19305,19457,18692
19372,19428,19312,19459,18695
19374,19435,19323,19487,18703
19376,19436,19328,19489,18712
19378,19437,19331,19494,18713
19379,19444,19342,19500,18740
19382,19447,19352,19509,18743
19383,19458,19355,19519,18765
19384,19460,19356,19521,18768
19386,19461,19357,19529,18772
19397,19464,19359,19533,18786
19400,19467,19360,19542,18791
19402,19469,19363,19551,18793
19403,19470,19365,19558,18795
19404,19473,19366,19570,18797
19406,19474,19371,19576,18800
19408,19475,19375,19577,18803
19412,19476,19385,19590,18829
19414,19478,19393,19593,18830
19416,19479,19396,19598,18836
19417,19482,19407,19611,18838
19418,19483,19409,19613,18845
19424,19484,19413,19614,18848
19425,19485,19415,19619,18852
19432,19501,19431,19625,18862
19433,19507,19440,19627,18887
19438,19513,19446,19632,18890
19445,19516,19448,19637,18904
19449,19520,19451,19645,18905
19462,19525,19454,19656,18911
19463,19540,19465,19658,18912
19472,19566,19466,19674,18913
19481,19573,19471,19675,18914
19486,19574,19491,19676,18915
19488,19579,19492,19677,18918
19493,19580,19517,19678,18926
19495,19595,19526,19679,18932
19496,19596,19527,19682,18951
19497,19606,19532,19690,18952
19498,19620,19537,19691,18955
19499,19626,19541,19692,18965
19502,19628,19547,19694,18978
19503,19629,19560,19696,18983
19504,19634,19568,19703,18995
19505,19639,19571,19704,18996
19506,19642,19586,19706,19024
19508,19644,19594,19714,19036
19511,19650,19599,19726,19038
19512,19663,19612,19727,19039
19514,19664,19617,19735,19041
19523,19668,19640,19736,19045
19524,19669,19648,19737,19051
19531,19670,19649,19745,19070
19534,19672,19652,19746,19072
19535,19685,19660,19747,19073
19538,19700,19661,19748,19080
19539,19701,19666,19749,19081
19544,19711,19671,19754,19086
19545,19713,19689,19756,19093
19546,19716,19695,19757,19112
19548,19718,19705,19758,19113
19549,19722,19715,19760,19122
19552,19730,19728,19762,19137
19554,19734,19752,19769,19139
19555,19738,19759,19770,19144
19556,19739,19763,19771,19154
19557,19750,19777,19772,19160
19559,19764,19779,19773,19165
19561,19774,19781,19780,19167
19562,19775,19783,19786,19169
19563,19776,19785,19790,19170
19565,19793,19787,19791,19173
19567,19824,19788,19798,19177
19569,19829,19795,19807,19181
19575,19836,19796,19808,19188
19578,19837,19797,19811,19204
19581,19838,19799,19812,19211
19584,19845,19801,19815,19230
19588,19853,19802,19816,19233
19591,19858,19803,19818,19241
19592,19861,19804,19820,19247
19600,19869,19810,19822,19249
19604,19874,19825,19823,19253
19605,19886,19833,19826,19262
19607,19890,19843,19828,19264
19609,19891,19854,19831,19266
19610,19892,19865,19832,19268
19615,19902,19866,19839,19269
19624,19904,19867,19840,19283
19633,19906,19870,19841,19290
19636,19908,19871,19844,19296
19643,19910,19872,19848,19297
19653,19917,19879,19849,19302
19654,19921,19880,19850,19320
19665,19922,19881,19851,19321
19667,19923,19887,19852,19322
19673,19928,19888,19855,19334
19683,19934,19896,19862,19344
19684,19937,19918,19863,19348
19688,19943,19919,19873,19353
19693,19946,19920,19882,19362
19698,19967,19931,19884,19364
19702,19984,19932,19893,19367
19708,19985,19933,19909,19370
19712,19990,19947,19911,19381
19719,19991,19949,19924,19389
19723,19995,19950,19929,19392
19724,19998,19951,19930,19394
19729,19999,19962,19935,19399
19731,20000,19974,19936,19410
19732,20002,19976,19939,19420
19733,20003,19978,19945,19430
19740,20005,19980,19948,19441
19742,20007,19982,19952,19443
19743,20009,19988,19953,19453
19744,20012,19989,19955,19456
19751,20013,19996,19956,19468
19761,20019,20004,19957,19477
19766,20022,20008,19958,19480
19778,20025,20016,19959,19490
19782,20028,20018,19960,19510
19784,20031,20021,19961,19515
19792,20038,20026,19965,19518
19794,20043,20044,19968,19522
19814,20050,20045,19970,19528
19821,20057,20046,19972,19530
19835,20075,20063,19979,19536
19842,20078,20064,19983,19543
19846,20091,20065,19986,19550
19860,20093,20080,19994,19553
19864,20098,20086,20023,19564
19868,20105,20090,20032,19572
19876,20107,20092,20041,19582
19877,20108,20095,20042,19583
19878,20114,20097,20060,19585
19889,20115,20101,20066,19587
19897,20118,20102,20074,19589
19898,20125,20104,20076,19597
19899,20134,20110,20077,19601
19900,20136,20117,20082,19602
19901,20137,20129,20083,19603
19903,20152,20130,20085,19608
19905,20170,20138,20089,19616
19913,20171,20144,20094,19618
19914,20182,20150,20096,19621
19926,20187,20153,20100,19622
19942,20226,20156,20111,19623
19944,20244,20161,20113,19630
19954,20246,20162,20120,19631
19963,20249,20175,20121,19635
19966,20257,20179,20122,19638
19969,20264,20180,20126,19641
19973,20284,20184,20127,19646
19977,20287,20186,20131,19647
20010,20299,20188,20133,19651
20020,20310,20192,20139,19655
20029,20312,20193,20140,19657
20033,20315,20194,20143,19659
20035,20319,20195,20147,19662
20036,20321,20205,20151,19680
20037,20329,20206,20164,19681
20039,20345,20208,20167,19686
20040,20349,20210,20178,19687
20048,20352,20217,20189,19697
20051,20357,20220,20190,19699
20052,20358,20228,20191,19707
20053,20361,20237,20209,19709
20054,20363,20238,20218,19710
20055,20366,20240,20225,19717
20056,20368,20248,20247,19720
20058,20384,20252,20261,19721
20059,20388,20254,20266,19725
20061,20392,20260,20268,19741
20062,20403,20263,20271,19753
20067,20404,20267,20274,19755
20068,20405,20276,20275,19765
20070,20419,20282,20277,19767
20071,20420,20285,20280,19768
20081,20421,20288,20286,19789
20084,20427,20296,20289,19800
20088,20451,20298,20293,19805
20103,20470,20303,20302,19806
20106,20484,20318,20311,19809
20109,20489,20326,20316,19813
20128,20501,20330,20331,19817
20142,20504,20333,20338,19819
20145,20509,20336,20340,19827
20148,20511,20339,20343,19830
20154,20523,20355,20344,19834
20157,20533,20365,20372,19847
20158,20540,20387,20380,19856
20159,20556,20402,20381,19857
20160,20562,20409,20390,19859
20165,20569,20411,20394,19875
20168,20571,20425,20395,19883
20172,20572,20428,20398,19885
20173,20573,20432,20399,19894
20174,20574,20437,20400,19895
20183,20575,20449,20407,19907
20196,20577,20454,20417,19912
20199,20587,20464,20422,19915
20204,20606,20465,20426,19916
20213,20612,20471,20429,19925
20214,20613,20472,20430,19927
20216,20614,20473,20431,19938
20219,20615,20477,20433,19940
20221,20618,20480,20434,19941
20222,20620,20482,20436,19964
20223,20624,20488,20438,19971
20224,20629,20492,20441,19975
20227,20630,20493,20444,19981
20231,20634,20496,20446,19987
20232,20635,20497,20447,19992
20233,20636,20500,20448,19993
20234,20643,20502,20452,19997
20241,20647,20505,20455,20001
20242,20649,20506,20458,20006
20243,20650,20507,20461,20011
20245,20656,20510,20463,20014
20250,20657,20514,20469,20015
20265,20658,20515,20490,20017
20272,20659,20516,20499,20024
20273,20667,20518,20512,20027
20279,20669,20520,20521,20030
20281,20673,20525,20528,20034
20290,20677,20527,20529,20047
20291,20678,20531,20532,20049
20294,20680,20534,20548,20069
20295,20681,20537,20558,20072
20297,20682,20538,20559,20073
20301,20686,20541,20579,20079
20306,20687,20546,20583,20087
20307,20691,20549,20588,20099
20308,20693,20554,20591,20112
20313,20696,20555,20592,20116
20314,20698,20576,20593,20119
20320,20702,20580,20594,20123
20322,20704,20581,20595,20124
20323,20707,20584,20596,20132
20325,20709,20586,20602,20135
20327,20719,20598,20603,20141
20334,20721,20619,20628,20146
20337,20722,20621,20633,20149
20341,20727,20622,20637,20155
20342,20729,20627,20638,20163
20347,20730,20632,20642,20166
20348,20734,20639,20644,20169
20354,20736,20645,20646,20176
20356,20737,20648,20652,20177
20359,20738,20651,20662,20181
20360,20750,20674,20668,20185
20362,20755,20679,20670,20197
20371,20759,20683,20672,20198
20374,20763,20685,20676,20200
20375,20764,20689,20688,20201
20376,20765,20692,20694,20202
20377,20766,20706,20699,20203
20378,20767,20708,20700,20207
20379,20768,20712,20701,20211
20382,20770,20715,20703,20212
20383,20771,20728,20714,20215
20385,20773,20733,20718,20229
20393,20774,20740,20720,20230
20408,20776,20742,20726,20235
20410,20781,20744,20732,20236
20416,20788,20751,20739,20239
20423,20816,20761,20748,20251
20424,20822,20782,20754,20253
20435,20831,20789,20756,20255
20439,20837,20793,20758,20256
20440,20841,20796,20760,20258
20445,20843,20799,20778,20259
20453,20846,20801,20783,20262
20462,20853,20805,20786,20269
20466,20854,20806,20787,20270
20467,20859,20807,20795,20278
20468,20864,20808,20802,20283
20474,20866,20812,20820,20292
20475,20867,20813,20825,20300
20476,20870,20817,20827,20304
20478,20874,20821,20830,20305
20479,20888,20823,20834,20309
20481,20890,20826,20836,20317
20487,20892,20828,20847,20324
20491,20904,20829,20855,20328
20494,20905,20833,20858,20332
20495,20908,20845,20860,20335
20498,20914,20849,20879,20346
20522,20923,20852,20880,20350
20526,20931,20862,20882,20351
20535,20935,20875,20885,20353
20542,20953,20884,20893,20364
20545,20955,20887,20898,20367
20550,20956,20889,20899,20369
20551,20958,20891,20901,20370
20552,20970,20895,20902,20373
20553,20973,20903,20907,20386
20557,20974,20906,20918,20389
20561,20986,20913,20922,20391
20564,20987,20925,20924,20396
20565,20988,20926,20929,20397
20566,20995,20927,20942,20401
20567,21003,20928,20944,20406
20568,21005,20937,20962,20412
20570,21011,20945,20977,20413
20578,21024,20952,20978,20414
20582,21025,20969,20985,20415
20585,21030,20982,20989,20418
20590,21031,21012,20992,20442
20599,21033,21026,20997,20443
20600,21035,21027,21006,20450
20605,21036,21029,21013,20456
20607,21037,21032,21020,20457
20609,21038,21045,21021,20459
20610,21051,21049,21022,20460
20611,21052,21054,21028,20483
20616,21063,21057,21034,20485
20625,21064,21058,21039,20486
20631,21065,21071,21043,20503
20640,21066,21086,21048,20508
20641,21069,21095,21055,20513
20653,21072,21097,21056,20517
20655,21075,21100,21059,20519
20661,21078,21102,21060,20524
20695,21083,21104,21061,20530
20697,21094,21115,21062,20536
20705,21098,21120,21068,20539
20723,21105,21121,21070,20543
20725,21111,21125,21077,20544
20735,21112,21129,21079,20547
20741,21113,21139,21087,20560
20745,21114,21140,21090,20563
20746,21116,21143,21091,20589
20747,21118,21148,21092,20597
20753,21126,21149,21096,20601
20757,21137,21160,21101,20604
20762,21138,21170,21108,20608
20769,21144,21177,21109,20617
20772,21147,21178,21110,20623
20777,21155,21182,21119,20626
20779,21157,21189,21124,20654
20780,21172,21190,21128,20660
20784,21185,21195,21130,20663
20785,21199,21201,21131,20664
20790,21203,21205,21134,20665
20791,21215,21207,21135,20666
20792,21220,21211,21136,20671
20794,21221,21212,21142,20675
20797,21224,21214,21151,20684
20798,21235,21227,21152,20690
20800,21244,21228,21156,20710
20803,21262,21234,21158,20711
20804,21264,21237,21159,20713
20809,21265,21238,21163,20716
20810,21273,21245,21164,20717
20814,21279,21252,21168,20724
20818,21282,21256,21173,20731
20819,21283,21259,21174,20743
20824,21284,21260,21175,20749
20835,21285,21267,21176,20752
20838,21287,21274,21180,20775
20839,21295,21291,21181,20811
20840,21297,21292,21188,20815
20842,21298,21294,21191,20832
20848,21300,21296,21193,20844
20851,21324,21317,21196,20850
20856,21329,21320,21197,20863
20857,21346,21321,21200,20869
20861,21350,21322,21209,20871
20865,21351,21348,21213,20873
20868,21355,21356,21216,20877
20872,21361,21362,21217,20881
20876,21363,21364,21219,20883
20878,21381,21376,21222,20886
20896,21393,21380,21229,20894
20897,21399,21384,21231,20909
20900,21400,21387,21239,20910
20915,21401,21396,21241,20911
20916,21408,21407,21242,20912
20917,21409,21411,21247,20930
20919,21410,21425,21251,20933
20920,21413,21428,21257,20934
20921,21417,21430,21261,20936
20932,21418,21434,21263,20938
20941,21420,21435,21266,20939
20943,21422,21443,21277,20940
20946,21424,21444,21299,20948
20947,21441,21446,21302,20950
20949,21442,21449,21313,20951
20957,21451,21456,21325,20954
20960,21474,21458,21326,20959
20963,21483,21459,21327,20961
20964,21505,21461,21334,20966
20965,21506,21462,21335,20967
20971,21510,21463,21336,20968
20976,21512,21469,21347,20972
20979,21523,21470,21349,20975
20980,21526,21471,21358,20990
20981,21530,21472,21359,20991
20983,21533,21475,21366,20996
20984,21534,21476,21370,20998
20993,21544,21477,21371,21004
20994,21545,21478,21372,21010
20999,21550,21479,21385,21014
21000,21551,21486,21390,21015
21001,21558,21490,21394,21019
21002,21562,21492,21403,21023
21007,21563,21496,21415,21042
21008,21573,21504,21416,21047
21009,21575,21507,21419,21080
21016,21578,21509,21421,21082
21017,21585,21514,21423,21089
21018,21586,21515,21427,21093
21040,21590,21516,21431,21106
21041,21597,21524,21433,21117
21044,21604,21527,21436,21127
21046,21607,21528,21439,21132
21050,21608,21531,21440,21145
21053,21609,21535,21445,21153
21067,21614,21537,21452,21154
21073,21617,21538,21453,21162
21074,21623,21540,21457,21166
21076,21626,21547,21460,21169
21081,21629,21548,21464,21184
21084,21633,21567,21465,21186
21085,21634,21576,21466,21187
21088,21639,21577,21467,21192
21099,21640,21584,21468,21202
21103,21641,21588,21484,21210
21107,21650,21593,21489,21218
21122,21651,21594,21491,21225
21123,21652,21599,21493,21230
21133,21655,21603,21497,21232
21141,21656,21612,21500,21236
21146,21660,21620,21502,21243
21150,21664,21631,21503,21246
21161,21674,21638,21508,21248
21165,21676,21642,21520,21249
21167,21677,21646,21521,21250
21171,21678,21672,21522,21253
21179,21679,21673,21529,21254
21183,21685,21692,21542,21255
21194,21691,21705,21546,21258
21198,21693,21711,21553,21269
21204,21694,21726,21555,21272
21206,21696,21732,21557,21276
21208,21697,21734,21559,21280
21223,21698,21738,21574,21281
21226,21699,21739,21580,21289
21233,21700,21744,21581,21306
21240,21701,21748,21582,21307
21268,21702,21749,21583,21310
21270,21703,21750,21587,21315
21271,21704,21763,21592,21323
21275,21708,21770,21598,21330
21278,21717,21778,21600,21331
21286,21724,21782,21610,21337
21288,21736,21788,21613,21338
21290,21751,21811,21615,21340
21293,21752,21814,21621,21343
21301,21758,21821,21622,21344
21303,21760,21825,21625,21345
21304,21789,21829,21627,21352
21305,21796,21838,21628,21354
21308,21800,21840,21630,21357
21309,21804,21846,21643,21360
21311,21820,21855,21658,21365
21312,21822,21874,21659,21373
21314,21823,21876,21668,21374
21316,21830,21881,21669,21375
21318,21832,21883,21671,21377
21319,21833,21884,21675,21378
21328,21834,21885,21681,21397
21332,21836,21887,21690,21398
21333,21843,21888,21707,21402
21339,21844,21889,21709,21406
21341,21845,21891,21714,21414
21342,21848,21897,21719,21426
21353,21852,21906,21723,21429
21367,21853,21908,21725,21432
21368,21869,21912,21727,21438
21369,21907,21924,21729,21447
21379,21929,21949,21733,21450
21382,21946,21950,21746,21454
21383,21948,21958,21747,21473
21386,21951,21967,21756,21480
21388,21954,21986,21757,21481
21389,21955,21988,21759,21482
21391,21959,21999,21761,21485
21392,21961,22006,21764,21487
21395,21966,22015,21767,21488
21404,21973,22016,21771,21495
21405,21974,22027,21774,21501
21412,21975,22034,21776,21511
21437,21976,22041,21780,21513
21448,21979,22046,21792,21518
21455,21983,22049,21797,21539
21494,21990,22050,21798,21552
21498,21997,22061,21799,21554
21499,22000,22067,21802,21556
21517,22002,22070,21803,21560
21519,22003,22084,21826,21564
21525,22004,22090,21837,21569
21532,22007,22093,21858,21595
21536,22009,22097,21865,21606
21541,22013,22098,21866,21618
21543,22019,22104,21870,21619
21549,22024,22114,21880,21624
21561,22029,22115,21890,21632
21565,22033,22116,21898,21648
21566,22035,22120,21899,21653
21568,22059,22121,21904,21654
21570,22062,22123,21909,21661
21571,22066,22129,21911,21662
21572,22072,22130,21916,21663
21579,22075,22133,21918,21665
21589,22076,22137,21921,21666
21591,22078,22138,21922,21680
21596,22082,22139,21928,21682
21601,22087,22140,21937,21684
21602,22094,22144,21938,21687
21605,22101,22146,21952,21695
21611,22103,22152,21957,21712
21616,22106,22154,21960,21713
21635,22117,22155,21962,21718
21636,22127,22158,21969,21728
21637,22131,22168,21970,21731
21644,22134,22170,21972,21735
21645,22141,22171,21980,21742
21647,22142,22179,21984,21745
21649,22143,22185,21985,21768
21657,22151,22196,21987,21769
21667,22156,22198,21993,21786
21670,22157,22211,22001,21801
21683,22162,22213,22005,21805
21686,22163,22219,22010,21807
21688,22177,22225,22014,21816
21689,22178,22244,22022,21817
21706,22182,22247,22023,21818
21710,22187,22252,22026,21827
21715,22190,22254,22028,21828
21716,22195,22259,22030,21831
21720,22197,22264,22043,21847
21721,22205,22269,22044,21850
21722,22214,22270,22045,21854
21730,22231,22273,22047,21872
21737,22233,22275,22054,21873
21740,22236,22277,22060,21875
21741,22241,22278,22064,21877
21743,22243,22281,22065,21878
21753,22245,22286,22073,21879
21754,22246,22291,22077,21882
21755,22248,22292,22083,21892
21762,22266,22293,22085,21902
21765,22267,22295,22088,21903
21766,22283,22305,22089,21913
21772,22284,22314,22091,21914
21773,22289,22315,22099,21917
21775,22298,22316,22100,21923
21777,22306,22321,22102,21925
21779,22308,22323,22105,21926
21781,22310,22326,22107,21927
21783,22312,22327,22108,21930
21784,22324,22328,22109,21931
21785,22361,22329,22112,21932
21787,22362,22334,22113,21933
21790,22381,22335,22119,21936
21791,22382,22337,22122,21940
21793,22384,22340,22124,21942
21794,22388,22341,22132,21943
21795,22390,22342,22135,21944
21806,22407,22343,22136,21945
21808,22409,22348,22148,21953
21809,22411,22351,22149,21964
21810,22416,22355,22153,21965
21812,22418,22357,22160,21971
21813,22423,22359,22164,21991
21815,22428,22367,22165,21994
21819,22440,22370,22166,21995
21824,22442,22372,22173,21996
21835,22443,22379,22174,22011
21839,22446,22383,22175,22012
21841,22466,22391,22180,22020
21842,22479,22392,22192,22021
21849,22481,22399,22193,22025
21851,22482,22401,22202,22036
21856,22483,22412,22204,22037
21857,22486,22413,22209,22039
21859,22491,22415,22215,22048
21860,22492,22420,22216,22055
21861,22493,22421,22220,22056
21862,22494,22422,22221,22057
21863,22495,22426,22223,22058
21864,22497,22427,22224,22068
21867,22499,22432,22226,22074
21868,22502,22475,22227,22079
21871,22509,22477,22228,22080
21886,22513,22485,22235,22081
21893,22514,22489,22237,22086
21894,22515,22490,22249,22095
21895,22523,22503,22253,22096
21896,22526,22504,22258,22110
21900,22535,22505,22268,22118
21901,22556,22506,22272,22128
21905,22564,22511,22282,22145
21910,22576,22512,22285,22159
21915,22579,22520,22288,22169
21919,22583,22521,22296,22172
21920,22584,22525,22303,22176
21934,22591,22530,22318,22181
21935,22592,22531,22344,22184
21939,22594,22536,22345,22186
21941,22607,22539,22349,22188
21947,22623,22540,22350,22191
21956,22624,22544,22358,22194
21963,22628,22553,22371,22199
21968,22629,22554,22376,22201
21977,22632,22561,22377,22203
21978,22639,22562,22385,22206
21981,22641,22563,22394,22217
21982,22643,22565,22395,22218
21989,22647,22566,22398,22222
21992,22649,22567,22414,22230
21998,22654,22572,22424,22234
22008,22658,22574,22431,22238
22017,22665,22577,22439,22239
22018,22668,22587,22445,22240
22031,22669,22589,22464,22242
22032,22677,22593,22471,22250
22038,22680,22599,22473,22256
22040,22684,22602,22480,22260
22042,22687,22604,22488,22262
22051,22688,22616,22496,22263
22052,22693,22620,22498,22265
22053,22696,22621,22501,22271
22063,22702,22635,22518,22276
22069,22704,22636,22528,22279
22071,22705,22652,22537,22280
22092,22706,22656,22541,22287
22111,22707,22664,22545,22290
22125,22708,22670,22547,22297
22126,22712,22682,22548,22299
22147,22713,22683,22549,22300
22150,22715,22685,22550,22301
22161,22716,22711,22552,22304
22167,22719,22717,22555,22307
22183,22721,22722,22557,22311
22189,22736,22728,22560,22319
22200,22738,22729,22570,22320
22207,22744,22730,22571,22322
22208,22751,22733,22573,22325
22210,22752,22742,22575,22331
22212,22753,22754,22581,22332
22229,22758,22755,22588,22336
22232,22764,22756,22590,22346
22251,22768,22765,22595,22353
22255,22781,22792,22601,22354
22257,22788,22794,22611,22356
22261,22796,22795,22612,22363
22274,22802,22798,22613,22366
22294,22804,22803,22614,22373
22302,22809,22817,22617,22378
22309,22810,22826,22618,22393
22313,22815,22832,22619,22396
22317,22822,22845,22625,22397
22330,22825,22850,22630,22402
22333,22827,22855,22631,22404
22338,22829,22857,22640,22406
22339,22830,22864,22645,22408
22347,22842,22865,22648,22410
22352,22871,22868,22653,22419
22360,22876,22874,22655,22429
22364,22881,22875,22657,22430
22365,22890,22877,22660,22433
22368,22894,22880,22661,22434
22369,22895,22882,22666,22435
22374,22896,22903,22667,22447
22375,22897,22904,22672,22448
22380,22911,22905,22691,22449
22386,22912,22908,22700,22450
22387,22914,22916,22701,22451
22389,22918,22917,22727,22452
22400,22919,22923,22743,22453
22403,22925,22930,22749,22454
22405,22928,22938,22759,22455
22417,22937,22941,22760,22457
22425,22945,22958,22766,22458
22436,22948,22960,22767,22459
22437,22963,22961,22772,22461
22438,22971,22965,22782,22462
22441,22972,22967,22789,22463
22444,22979,22970,22791,22465
22456,22980,22982,22793,22469
22460,22984,22985,22806,22478
22467,22997,22987,22807,22484
22468,23003,23000,22813,22487
22470,23006,23001,22814,22500
22472,23025,23002,22820,22517
22474,23030,23004,22821,22527
22476,23033,23005,22828,22529
22507,23034,23010,22834,22532
22508,23047,23012,22837,22546
22510,23049,23017,22839,22559
22516,23050,23022,22848,22568
22519,23055,23024,22849,22569
22522,23057,23028,22851,22605
22524,23059,23029,22853,22606
22533,23061,23032,22867,22608
22534,23064,23035,22869,22615
22538,23067,23037,22879,22626
22542,23068,23039,22884,22637
22543,23077,23040,22887,22638
22551,23091,23041,22889,22671
22558,23099,23043,22893,22673
22578,23120,23045,22901,22674
22580,23125,23051,22915,22678
22582,23147,23052,22920,22681
22585,23162,23053,22921,22686
22586,23173,23058,22922,22692
22596,23174,23062,22926,22695
22597,23175,23063,22929,22698
22598,23189,23066,22932,22703
22600,23207,23073,22933,22710
22603,23209,23081,22936,22718
22609,23219,23082,22939,22724
22610,23226,23093,22940,22726
22622,23227,23094,22943,22731
22627,23228,23097,22944,22735
22633,23231,23102,22946,22747
22634,23232,23103,22947,22763
22642,23233,23108,22949,22771
22644,23235,23117,22952,22773
22646,23236,23119,22957,22774
22650,23237,23122,22964,22777
22651,23238,23124,22969,22780
22659,23239,23126,22973,22785
22662,23252,23129,22974,22786
22663,23260,23131,22975,22799
22675,23263,23132,22977,22801
22676,23269,23134,22981,22808
22679,23274,23135,22988,22811
22689,23281,23136,22989,22812
22690,23282,23137,22993,22831
22694,,23144,22994,22840
22697,,23150,22996,22843
22699,,23151,22999,22846
22709,,23154,23007,22854
22714,,23155,23008,22856
22720,,23156,23009,22859
22723,,23159,23018,22860
22725,,23161,23026,22862
22732,,23166,23060,22870
22734,,23168,23069,22883
22737,,23170,23070,22885
22739,,23171,23071,22906
22740,,23172,23074,22907
22741,,23178,23075,22909
22745,,23180,23078,22924
22746,,23188,23079,22931
22748,,23190,23080,22951
22750,,23195,23083,22954
22757,,23196,23084,22962
22761,,23197,23085,22966
22762,,23203,23086,22968
22769,,23204,23092,22978
22770,,23205,23096,22990
22775,,23208,23104,22995
22776,,23210,23105,22998
22778,,23211,23106,23020
22779,,23229,23107,23021
22783,,23244,23111,23023
22784,,23253,23112,23031
22787,,23254,23121,23036
22790,,23259,23133,23038
22797,,23265,23140,23046
22800,,23267,23141,23048
22805,,23272,23142,23054
22816,,23273,23143,23065
22818,,23276,23153,23072
22819,,23277,23163,23087
22823,,23280,23177,23088
22824,,,23179,23090
22833,,,23185,23095
22835,,,23191,23098
22836,,,23194,23100
22838,,,23198,23101
22841,,,23200,23114
22844,,,23201,23128
22847,,,23218,23130
22852,,,23220,23138
22858,,,23243,23139
22861,,,23246,23145
22863,,,23247,23146
22866,,,23250,23148
22872,,,23256,23149
22873,,,23261,23152
22878,,,23262,23157
22886,,,23266,23158
22888,,,23268,23160
22891,,,23270,23164
22892,,,23278,23167
22898,,,23279,23169
22899,,,,23181
22900,,,,23187
22902,,,,23192
22910,,,,23193
22913,,,,23199
22927,,,,23202
22934,,,,23206
22935,,,,23213
22942,,,,23214
22950,,,,23222
22953,,,,23223
22955,,,,23225
22956,,,,23234
22959,,,,23240
22976,,,,23241
22983,,,,23248
22986,,,,23251
22991,,,,23255
22992,,,,23257
23011,,,,23275
23013,,,,23283
23014,,,,
23015,,,,
23016,,,,
23019,,,,
23027,,,,
23042,,,,
23044,,,,
23056,,,,
23076,,,,
23089,,,,
23109,,,,
23110,,,,
23113,,,,
23115,,,,
23116,,,,
23118,,,,
23123,,,,
23127,,,,
23165,,,,
23176,,,,
23182,,,,
23183,,,,
23184,,,,
23186,,,,
23212,,,,
23215,,,,
23216,,,,
23217,,,,
23221,,,,
23224,,,,
23230,,,,
23242,,,,
23245,,,,
23249,,,,
23258,,,,
23264,,,,
23271,,,,
23284,,,,
